"","Name_matched","OrganismType","Class","Ecoregion","Lat","Lon","gps_loc","habitatAuthor","Age_at_Maturity","Mean_repro","Net_repro","Age_50_dead","Age_99_dead","Age_999_dead","survival_index99","survival_index999","survival_index_LaPlusRepExp","prog_growth","retro_growth","Repro_life_expectancy","GiniF_999","GiniF_99","Gen_time","NSeedStages","Studylength","MatrixDim"
"65","Himantoglossum hircinum","Herbaceous perennial","Liliopsida","TBM",50.9461111111111,11.5930555555556,"50.9461111111111 11.5930555555556","grassland",7.49650618236638,0.580528405759064,5.91979202132633,2,3,22,0.666666666666667,0.0909090909090909,0.124467471905602,0.128885277121485,0.08805701777995,8.57194904838526,0.080476849252125,0.593666642907124,6.39621170929863,1,26,5
"66","Ipomopsis aggregata","Herbaceous perennial","Magnoliopsida","DES",38.95,-106.98,"38.95 -106.98","grassland",2,0.428404748918118,0.082040340908096,2,3,5,0.666666666666667,0.4,0.574573703875579,0.0282420023565327,0,1.48084151173248,0.660663952395866,0.921747967479675,3.19009967478042,0,10,7
"67","Lathyrus vernus","Herbaceous perennial","Magnoliopsida","TBM",58.0166666666667,15.0666666666667,"58.0166666666667 15.0666666666667","grassland",8.59710047162092,0.0725049358411091,0.15597892910145,2,13,41,0.153846153846154,0.0487804878048781,0.0838498911303258,0.205930865341709,0.151727578853103,15.2550473730489,0.262753218261239,0.584388530088151,33.2790113316413,1,4,7
"68","Lathyrus vernus","Herbaceous perennial","Magnoliopsida","TBM",58.1,17.05,"58.1 17.05","forest",11.8914353186108,0.0222801275499822,0.236280079103204,2,37,75,0.0540540540540541,0.0266666666666667,0.0673248033360572,0.206978316392875,0.178656553020114,17.8152983203549,0.0817575457677182,0.165152336290693,34.982142321592,1,4,7
"69","Lathyrus vernus","Herbaceous perennial","Magnoliopsida","TBM",58.1,17.0666666666667,"58.1 17.0666666666667","grassland",9.2303264011348,0.0713169080652472,0.869194128392356,2,40,86.25,0.0593818608524491,0.0274661981853763,0.0709049996791965,0.232654676963365,0.163464597953431,22.0123228460567,0.108777982751783,0.221746832865834,29.0396319355512,1,4,7
"70","Linum tenuifolium","Herbaceous perennial","Magnoliopsida","TBM",50.48,14.13,"50.48 14.13","grassland",3.12787786819991,0.761839782540403,3.33933979158931,2.33333333333333,14.3333333333333,22,0.166161616161616,0.108510787827676,0.333092605013192,0.255342794651248,0.0228097696695615,3.89031836157778,0.115325021727868,0.175930154931089,4.63039408095901,0,4,3
"71","Lonicera maackii","Shrub","Magnoliopsida","TBM",38.5,-90.5,"38.5 -90.5","Grassland",8.1481757259866,0.951923745479571,397.120554550933,2,8,131,0.25,0.0152671755725191,0.0189806628706389,0.321144695869352,0.0100130559439689,97.2222222222218,0.0592458125564841,0.751750067256477,11.3083255624443,1,2,4
"72","Lupinus arboreus","Shrub","Magnoliopsida","DES",38.32,-123.06,"38.32 -123.06","grassland",1,0.875600298947094,3.64203892592231,3.33333333333333,12.6666666666667,18.3333333333333,0.266666666666667,0.183461210571185,0.873007242778404,0.391852237506051,0.0925250941048255,3.15498795088402,0.443615406088903,0.404722112180817,7.70799842529784,1,7,9
"73","Miconia albicans","Shrub","Magnoliopsida","TGV",-15.93,-47.88,"-15.93 -47.88","shrubland and forest",7.8071344795034,0.861524579960796,625.019786991302,2,5,7,0.4,0.285714285714286,0.0127637538935032,0.20630011729558,0.00166526357901607,148.886579351661,0.965419813738023,0.987762972906717,37.8613957406823,1,5,13
"74","Minuartia obtusiloba","Herbaceous perennial","Magnoliopsida","DES",40.05,-105.6,"40.05 -105.6","alpine fellfields",3,0.0748403082603781,0.997674692563231,6,201,433,0.0298507462686567,0.0138568129330254,0.385975088072066,0.153054482301967,0,12.5450447073406,0.275455240247169,0.306816743693733,169.313024221396,0,4,9
"75","Molinia caerulea","Herbaceous perennial","Liliopsida","TBM",51.4,4.41666666666667,"51.4 4.41666666666667","heathland",3.60625473846845,0.340586906296024,10.0031020105669,4,66,106,0.0606060606060606,0.0377358490566038,0.215249947921907,0.32605017409742,0.0186056347731189,14.9767927308448,0.129966356609392,0.189477680570843,15.2658204476812,0,4,5
"76","Myosotis ramosissima","Annual","Magnoliopsida","TBM",50.5166666666667,13.9833333333333,"50.5166666666667 13.9833333333333","grassland and scree",1,4.1617754943871,4.1617754943871,2,3,4,0.666666666666667,0.5,1,0,0,1,1,1,1.02692280372713,1,3,2
"77","Nothofagus fusca","Tree","Magnoliopsida","TBM",-39.75,176.983333333333,"-39.75 176.983333333333","Forest",44.075725279488,0.105030708920257,4.98249867777048,6.66666666666667,239,617.333333333333,0.0417011304108078,0.011254950699988,0.0315999223693755,0.0111165459813692,0,168.326947637292,0.103636725614754,0.275579176861723,139.769500333279,0,11,4
"78","Orchis purpurea","Herbaceous perennial","Liliopsida","TBM",50.75,5.75,"50.75 5.75","Grassland",5.02353607542871,0.0307500493279622,2.97621472444797,2,3,64,0.666666666666667,0.03125,0.019105784421706,0.242505202193071,0.175564413588967,99.6568034414253,0.0549188464458396,NA,63.8727568211705,2,7,6
"79","Orchis purpurea","Herbaceous perennial","Liliopsida","TBM",50.75,5.75,"50.75 5.75","Open woodland",5.46871736946832,0.119957501886762,8.22097491457699,2,3,16.5,0.666666666666667,0.366666666666667,0.0393601801823927,0.306888959252046,0.0978083422190846,54.5156366592505,0.563125888206833,1,26.9186223436541,2,7,6
"80","Oxandra asbeckii","Tree","Magnoliopsida","TMB",5.3,-52.92,"5.3 -52.92","forest",1,0.039,41.8846969372456,769,4679,6981,0.164351357127591,0.110156138089099,0.715371071518161,0.070861667540395,0,1073.9665881345,0,1.94419560019865e-16,97.9429587762114,0,3,5
"81","Paeonia officinalis","Herbaceous perennial","Magnoliopsida","MED",43.7666666666667,3.01666666666667,"43.7666666666667 3.01666666666667","Open habitat",3.69110717715434,1.13869591158053,29.8339142023179,3,37,74,0.0810810810810811,0.0405405405405405,0.139721201665335,0.123975709399525,0.0147330770679978,17.7802226156261,0.0547570125385357,0.10881096425279,7.33359897022339,2,6,5
"82","Paeonia officinalis","Herbaceous perennial","Magnoliopsida","MED",43.7666666666667,3.01666666666667,"43.7666666666667 3.01666666666667","Woodland",11.2227647238328,0.0252412782663431,0.0816181969076782,2,31,58,0.0645161290322581,0.0344827586206897,0.0766159908785164,0.0517508338195456,0.0746767030428845,14.8814463823217,0.100465433094618,0.184730151986336,33.7741697879517,2,6,5
"83","Pentaclethra macroloba","Tree","Magnoliopsida","TMB",10.4333333333333,-83.983,"10.4333333333333 -83.983","Forest",79.6324903896801,0.505572379459681,1.21323646903922,2,10,43,0.2,0.0465116279069767,0.0170564796615843,0.246328563900052,0,37.625,0.758170828728466,NA,112.941779538201,0,3,15
"84","Petrophile pulchella","Shrub","Magnoliopsida","TBM",-33.48,151.25,"-33.48 151.25","Shrubland/forest",5.57142857142856,1.06564391961575,806.994455327845,2,98,173,0.0204081632653061,0.0115606936416185,0.0514075887392901,0.470156386526538,0,33.3333333333333,0.103266714854623,0.176456994286042,13.4712751503149,1,4,9
"85","Pimpinella saxifraga","Herbaceous perennial","Magnoliopsida","TUN",61.0666666666667,7.66666666666667,"61.0666666666667 7.66666666666667","unmanaged roadverge",5.9990463202155,0.190072131375868,0.547141402625158,3,28.6666666666667,45.3333333333333,0.104658197217181,0.0657704778358933,0.23329251677716,0.219176516075298,0.112609475587909,6.66952159922256,0.0801018869993861,0.12876658116216,13.3476993936067,0,4,5
"86","Pinguicula alpina","Herbaceous perennial","Magnoliopsida","TUN",68.35,18.8166666666667,"68.35 18.8166666666667","heath",10.2377166064828,0.434680955959904,1.88257980478917,2,42,77,0.0476190476190476,0.025974025974026,0.105185189675949,0.220651338103145,0.0934068589293663,8.77636708877435,0.0967970276309257,0.174469340043564,19.5260943106929,0,8,11
"87","Pinus nigra","Tree","Pinopsida","TGS",-44.266,170.05,"-44.266 170.05","Grassland",8.53164556962025,1.40261820228715,110336.746503601,40,268,402,0.149253731343284,0.0995024875621891,0.587827130265077,0.968208246729158,0,59.515570934256,0.0471795972190622,0.0698390272039216,13.3997902846265,0,18,8
"88","Pinus nigra","Tree","Pinopsida","TGS",-44.266,170.05,"-44.266 170.05","Shrubland",7.64203612479473,0.895353170349793,1553.83819054672,3,87,221,0.0344827586206897,0.0135746606334842,0.0446710377479969,0.623952755609792,0,59.515570934256,0.0803290261934757,0.185012968939916,17.3670570055545,0,18,8
"89","Pinus ponderosa","Tree","Pinopsida","MED",37.8,-119.9,"37.8 -119.9","forest",1,0.00907783969674609,0.0623463565987449,19,144,1231,0.131944444444444,0.0154346060113729,0.618855149750648,0.00570645954546071,0,29.7018532651066,0.0878724986875873,0.596651051098887,1485.90024815148,0,13,5
"90","Pinus strobus","Tree","Pinopsida","TBM",50.8666666666667,14.4166666666667,"50.8666666666667 14.4166666666667","Forest",81.4848556577049,0.361977383197424,16.9034833972671,3,67,334.333333333333,0.0871378144628937,0.00975788992016171,0.0143585198205649,0.231691561182133,0,168.253968253968,0.2747903369804,0.710559880045475,137.829967639089,0,3,9
"91","Plantago media","Herbaceous perennial","Magnoliopsida","FGS",58.96,17.58,"58.96 17.58","grasslands",7.69917695827964,0.274405702552191,0.0788987040470297,2,11,55,0.258823529411765,0.0517647058823529,0.0787741568592088,0.148807653134216,0.115728543427026,21.088129188782,0.144554950397068,0.662481535084545,53.1901103022213,0,5,5
"92","Primula elatior","Herbaceous perennial","Magnoliopsida","TBM",50.85,4.88333333333333,"50.85 4.88333333333333","forest",5.54589673849415,0.573053278708451,5.0490820482086,2,90.1666666666667,192,0.239002979137783,0.0622406198359503,0.0627619531681483,0.125901404714044,0.0273458734001677,48.3393962876021,0.142070382256487,0.069160115420085,42.9317738305576,0,4,5
"93","Primula farinosa","Herbaceous perennial","Magnoliopsida","TBM",58.03,13.49,"58.03 13.49","Grassland",6.76611800756413,0.141813117017846,2.17763265491508,10,59,88,0.169491525423729,0.113636363636364,0.508521380054219,0.308300050056587,0.105222823226471,12.8987385593983,0.0342219612930834,0.0511584636625989,12.5712513772404,0,4,4
"94","Primula farinosa","Herbaceous perennial","Magnoliopsida","TBM",60.58,17.88,"60.58 17.88","Grassland",6.76970326504251,0.108287566511564,0.627480447962192,3,44,69,0.0681818181818182,0.0434782608695652,0.163648360176167,0.246266893001644,0.136366512673502,11.562286110045,0.0618623133229316,0.0969071184555101,17.0799221800012,0,4,4
"95","Primula farinosa","Herbaceous perennial","Magnoliopsida","TBM",NA,NA,"NA NA","Grassland",7.84768724087909,0.116998080140602,0.928457978668665,5,47,71,0.106382978723404,0.0704225352112676,0.263320525220866,0.212533417980277,0.0756263039837595,11.140578090151,0.0600351988281921,0.0904294194917063,15.3322362467778,0,4,4
"96","Primula vulgaris","Herbaceous perennial","Magnoliopsida","TBM",43.2833333333333,-5.5,"43.2833333333333 -5.5","fragmented wood-pasture habitat",3.64872254338059,0.468979194906268,0.5532623990697,2,12.7692307692308,23.8461538461538,0.199241064828109,0.0942326823728077,0.223609415685622,0.152192766019905,0.0395769395819431,5.59667592188448,0.142166061808058,0.296855608949418,9.88741077085163,0,3,4
"97","Primula vulgaris","Herbaceous perennial","Magnoliopsida","TBM",51.7778083333333,0.693977777777778,"51.7778083333333 0.693977777777778","forest",3.18226399132777,0.417120960624874,64.6133665416757,3.5,152.333333333333,252,0.0361703330205962,0.0220738077437906,0.106752045969015,0.308466494291284,0.090440391495655,40.2718903795422,0.0383052634159379,0.0631580707451684,19.5164873427595,0,3,5
"98","Primula vulgaris","Herbaceous perennial","Magnoliopsida","TBM",51.9666666666667,0.65,"51.9666666666667 0.65","forest",3.07663622541621,0.0515644857385372,0.276568458115875,2,56,90,0.0357142857142857,0.0222222222222222,0.111960926707909,0.183419073857874,0.159234578210317,14.7867386037126,0.0357888807236357,0.0574493520567286,28.2480481667067,0,3,5
"99","Primula vulgaris","Herbaceous perennial","Magnoliopsida","TBM",52.1494972222222,0.811747222222222,"52.1494972222222 0.811747222222222","forest",2.81877765188111,0.103276075757791,0.89334465608877,2,110,192,0.0181818181818182,0.0104166666666667,0.0622268572978532,0.201975346195695,0.142570195930747,29.3216852743898,0.0195837416614392,0.0341827553535596,41.0259295855364,0,3,5
"100","Ranunculus peltatus","Herbaceous perennial","Magnoliopsida","TBM",58.8,17.69,"58.8 17.69","Marine",2.17425584566233,0.665183156974954,1.18940204546138,2,5,7,0.4,0.285714285714286,0.559216292505702,0.259991619032256,0.0365589600907005,1.40217786487661,0.231586071171884,0.317877169753257,2.3051341040153,0,6,3
"101","Ratibida columnifera","Herbaceous perennial","Magnoliopsida","TGS",38.13,-99.05,"38.13 -99.05","grasslands",1,2.70103448275862,3.09502480675402,2,4,5,0.5,0.4,0.932024448972032,0.120876524798449,0,1.14586645468998,0,0,1.08684763271017,0,31,2
"102","Rosa multiflora","Shrub","Magnoliopsida","TBM",38.5,-90.5,"38.5 -90.5","Forest",4.48837209302326,0.796407658363732,76.4633035714285,2,4,6,0.5,0.333333333333333,0.067011743752435,0.550126199930848,0.0343713278114543,25.3571428571428,0.711656713847971,0.925873715124816,7.70031167891204,1,2,4
"103","Sanicula europaea","Herbaceous perennial","Magnoliopsida","TBM",56.6833333333333,16.5666666666667,"56.6833333333333 16.5666666666667","forest",6.36926548748897,0.124747500053441,0.113585283131041,2,21,38,0.0952380952380952,0.0526315789473684,0.132685250683281,0.240155906778294,0.222064360879648,8.70399992596671,0.0943426574036443,0.171701258300872,19.2563289172279,0,3,5
"104","Sapium sebiferum","Tree","Magnoliopsida","TCF",33.3333333333333,-79.25,"33.3333333333333 -79.25","forest",13.7840903771266,0.54504093746897,457.638601060644,3.5,250.5,522.5,0.145937224992667,0.060307208936987,0.0281083800074955,0.222477069856736,0.0357959501916549,142.530268235092,0.352450034225738,0.45977736861121,71.9239994744247,1,4,12
"105","Sarracenia purpurea","Herbaceous perennial","Magnoliopsida","BOR",50.4166666666667,-73.86,"50.4166666666667 -73.86","bog/fen wetland",13.2719404663485,0.0620000468203532,1.61358679990646,14,118,180,0.11864406779661,0.0777777777777778,0.355099223682575,0.167599717444482,0.0723800695618317,26.1536596653901,0.042134462938492,0.064071740582507,29.3589983889461,0,5,4
"106","Saxifraga aizoides","Herbaceous perennial","Magnoliopsida","TBM",46.8166666666667,11.0333333333333,"46.8166666666667 11.0333333333333","alpine moraine",3.98339539873619,0.36595587245148,2.77962977788957,2,20.5,170,0.0990338164251207,0.0227029914529915,0.137920366448476,0.100005861887391,0.0593160485222895,47.3321174166463,0.145778127451119,0.49920427612909,61.5614023276431,0,3,6
"107","Saxifraga tridactylites","Annual","Magnoliopsida","TBM",50.5166666666667,13.9833333333333,"50.5166666666667 13.9833333333333","grassland and scree",1,1.36023769141387,1.36023769141386,2,4,6,0.5,0.333333333333333,1,0,0,1,1,1,1.26509896385825,1,3,2
"108","Scorzonera hispanica","Herbaceous perennial","Magnoliopsida","TBM",50.52,50.52,"50.52 50.52","grassland",6.16194331983806,0.273701624773647,0.748613678373383,2,32,56,0.0625,0.0357142857142857,0.122486711135514,0.125623149671575,0.0587951638402648,10.1663585951941,0.0599879480435287,0.105439870883145,15.0903924261065,0,4,3
"109","Shorea leprosula","Tree","Magnoliopsida","TMB",2.96666666666667,102.3,"2.96666666666667 102.3","forest",41.4825774509372,0.349609644312998,18.3647856258884,3,19,112,0.157894736842105,0.0267857142857143,0.0307954840042866,0.0194725313902886,0,55.9343035301317,0.474296859558297,0.794235035790253,75.5347102729338,0,16,7
