"","Name_matched","OrganismType","Class","Ecoregion","Lat","Lon","gps_loc","habitatAuthor","Age_at_Maturity","Mean_repro","Net_repro","Age_50_dead","Age_99_dead","Age_999_dead","survival_index99","survival_index999","survival_index_LaPlusRepExp","prog_growth","retro_growth","Repro_life_expectancy","GiniF_999","GiniF_99","Gen_time","NSeedStages","Studylength","MatrixDim"
"34","Carduus nutans","Herbaceous perennial","Magnoliopsida",NA,-40.25,175.716666666667,"-40.25 175.716666666667","grasslands",1,3.29376317784473,4.11135465382528,2,4,4,0.5,0.5,0.992604993537645,0.0146922748523256,0,1.0149002,0.54188730725449,0.54188730725449,1.77856790796027,1,9,4
"35","Carduus nutans","Herbaceous perennial","Magnoliopsida",NA,-36.36,149.4,"-36.36 149.4","grasslands",1,0.688308834889817,1.78693369514963,2,7,10,0.285714285714286,0.2,0.624579828358885,0.187066721720667,0.000848320022116149,2.20215272602559,0.128947619344652,0.173494392530617,3.0316272348389,1,9,4
"36","Castanea dentata","Tree","Magnoliopsida","TBM",44.4327777777778,-85.15,"44.4327777777778 -85.15","Forest",27.7943567236657,0.229455113569822,0.991848715891489,2,50,133,0.04,0.0150375939849624,0.0281767663829893,0.132322750284568,0.0147902252576686,43.186108983976,0.500690287248874,0.658147636239622,109.700803694478,0,5,8
"37","Castanea dentata","Tree","Magnoliopsida","TBM",44.44,-85.43,"44.44 -85.43","Forest",21.6331317159153,0.0168386417304417,0.21237919771063,2,221,383,0.00904977375565611,0.00522193211488251,0.0205376727050198,0.0798673580571828,0.0534896688863241,75.7488856492344,0.0748138905247948,0.127998479419002,151.866322327685,0,5,8
"38","Castanea dentata","Tree","Magnoliopsida","TBM",44.48,-84.1366666666667,"44.48 -84.1366666666667","Forest",14.0025915506823,0.0293217966971545,0.14266007933129,5,102,181,0.0490196078431373,0.0276243093922652,0.0963196182915634,0.100393774019537,0.0683452147477193,37.9079131698077,0.106430035250474,0.181524501814591,85.5339374917842,0,5,8
"39","Castanea dentata","Tree","Magnoliopsida","TBM",44.5166666666667,-86.1,"44.5166666666667 -86.1","Forest",31.938144967455,0.0904275988876169,7.33151081232376,7,310,712,0.0225806451612903,0.0098314606741573,0.0377325946187586,0.103302683628011,0.0200655782972547,153.577854415211,0.11572810568116,0.245981639131867,145.467072033702,0,5,8
"40","Castanea dentata","Tree","Magnoliopsida","TBM",44.6436111111111,-86.23,"44.6436111111111 -86.23","Forest",15.4956802836147,0.179418426825611,0.0165725061684815,3,21,43,0.142857142857143,0.0697674418604651,0.076848466322305,0.145720379089016,0.0264454761527469,23.5421840169935,0.638666074395079,0.734237770858208,121.142922606039,0,5,8
"41","Castanea dentata","Tree","Magnoliopsida","TBM",45.0525,-85.759,"45.0525 -85.759","Forest",21.3864285418825,0.151464777499949,8.05634570312075,4,112,492,0.0357142857142857,0.00813008130081301,0.0304121673208026,0.127656446185397,0.0112476691961294,110.139876630847,0.184149609935593,0.525320277552768,154.236212796472,0,5,8
"42","Cerastium fontanum","Annual","Magnoliopsida","TBM",38.5,-90.5,"38.5 -90.5","Grassland",1,4.56520000000001,4.5652,2,5,7,0.4,0.285714285714286,1,0,0,1,1,1,1.01543111471066,1,2,3
"43","Cirsium acaule","Herbaceous perennial","Magnoliopsida","TBM",50.52,14.22,"50.52 14.22","grasslands",2.47492625368731,0.0253129225915617,0.465843737353994,8,125,194,0.064,0.0412371134020619,0.242488945605306,0.0438099970869076,0.026962856302198,30.5162683759492,0.00885105341181883,0.013752836339171,44.179374663469,0,5,3
"44","Cirsium palustre","Herbaceous perennial","Magnoliopsida","FGS",58.95,17.6,"58.95 17.6","grasslands",3.64302739619331,1.31448929809129,3.85431408978237,2,4,8,0.5,0.25,0.426757193173525,0.134044847815333,0,1.04347826086957,0.343966210541339,0.741828437374905,3.59535300607678,1,4,6
"45","Cirsium pannonicum","Herbaceous perennial","Magnoliopsida","TBM",50.54,14.16,"50.54 14.16","grasslands",2.59235668789809,0.0227681316675398,0.167256045440759,4,58,90,0.0689655172413793,0.0444444444444444,0.232730176271779,0.0755335087922955,0.0612281896287563,14.5949288806432,0.0219432507554882,0.0340902749683339,30.9631434934346,0,5,3
"46","Cirsium undulatum","Herbaceous perennial","Magnoliopsida","TGS",38.13,-99.05,"38.13 -99.05","grasslands",1,1.03433333333333,1.26554720065386,2,4,6,0.5,0.333333333333333,0.899467009740857,0.154970080185176,0,1.22353902738047,1.77635683940025e-16,0,1.19934175675331,0,30,2
"47","Clidemia hirta","Shrub","Magnoliopsida","TBM",19.99,-155.25,"19.99 -155.25","forest",3.26415094339623,1.08217224971796,1849.07336627485,68,810,1247,0.0839506172839506,0.0545308740978348,0.349875139503768,0.377496448070809,0.00401677247448615,191.090898393476,0.00369081281142146,0.00568174970051604,11.0230983604752,0,4,5
"48","Cynoglossum officinale","Herbaceous perennial","Magnoliopsida","TBM",52.97,0.77,"52.97 0.77","dune grasslands",1,0.989999999999999,1.17857142857143,2,3,5,0.666666666666667,0.4,0.91304347826087,0,0,1.19047619047619,0.169590643274854,0.318681318681318,2.18222638029373,1,4,4
"49","Cytisus scoparius","Shrub","Magnoliopsida","TBM",47.1,-122.53,"47.1 -122.53","urban grasslands and prairie",2.6156469341809,1.30092522194656,730.739560039899,2,38.6666666666667,124,0.114760657645861,0.0336771370526645,0.103835220506492,0.328957009996612,0.0014907613777591,26.0866166705266,0.174011604075188,0.440236474433313,15.0158771819707,1,4,7
"50","Cytisus scoparius","Shrub","Magnoliopsida","TBM",47.66,-122.41,"47.66 -122.41","urban grasslands and prairie",2.21163166397415,0.407188378151419,0.518053599764618,4,17,24,0.235294117647059,0.166666666666667,0.802050975958856,0.211079209766472,0.00575518181441654,2.77558251554602,0.658828364783475,0.637358692340234,22.1954847171373,1,4,7
"51","Cytisus scoparius","Shrub","Magnoliopsida","TBM",47.66,-122.29,"47.66 -122.29","urban grasslands and prairie",3.17391304347826,0.12294849165903,0.922127243991173,4,16,23,0.25,0.173913043478261,0.217665755387618,0.132560888352707,0,15.2028867102396,0.780418327840004,0.780960516066357,41.9703707267551,1,4,7
"52","Cytisus scoparius","Shrub","Magnoliopsida","TBM",47.68,-122.25,"47.68 -122.25","urban grasslands and prairie",2.40845070422541,0.963851892027878,91.1840493093878,4,16,24,0.25,0.166666666666667,0.29742040974079,0.398349190077233,0.00118721131746929,11.040525455434,0.711242449439762,0.71591743054754,17.4797406252773,1,4,7
"53","Dicorynia guianensis","Tree","Magnoliopsida","TMB",5.27,-52.92,"5.27 -52.92","forest",59.823529411765,0.00629860373882493,1.25000002191954,155,676,974,0.229289940828402,0.159137577002053,0.8165478898477,0.0286293163693114,0,129.999997079633,0.0706924340702768,0.0954030694686164,177.248864865263,0,3,9
"54","Digitalis purpurea","Herbaceous perennial","Magnoliopsida","TBM",60.57,6.92,"60.57 6.92","grasslands",4.01341474898799,0.0946432519152495,0.119545441044347,4,18,26,0.222222222222222,0.153846153846154,0.797859383328986,0.188811341534964,0.0369790460379815,1,0.900099738743964,0.853090525104572,8.1859768395164,1,3,6
"55","Dipsacus fullonum","Herbaceous perennial","Magnoliopsida","TBM",42.4,-85.4,"42.4 -85.4","grasslands",3.98327176547643,2.00768166617189,11.2967261945471,3.42857142857143,5.85714285714286,8,0.577551020408163,0.428798185941043,0.682141552138096,0.282631434366366,0,1,0.526006828935809,0.677742512540911,4.69914460242809,3,6,7
"56","Epipactis atrorubens","Herbaceous perennial","Liliopsida","BOR",66.3666666666667,29.3166666666667,"66.3666666666667 29.3166666666667","forest",13.0988152747159,0.79821276752795,7.43259548173486,2,7.5,392.5,0.267857142857143,0.00709867611951096,0.0147007840337494,0.0704179008724635,0.0504640972900981,169.861122114302,0.0465413529134623,0.66078732159879,73.6603754581291,0,8,11
"57","Euterpe edulis","Palm","Liliopsida","TMB",-22.829,-47.109,"-22.829 -47.109","forest",22.65873303019,0.432942853939709,2368.96723741257,5,520,979,0.00961538461538462,0.00510725229826353,0.0224558899260514,0.20790450550428,0,200,0.0239126377893263,0.0449364537181084,34.5015456636263,0,4,7
"58","Euterpe precatoria","Palm","Liliopsida","TMB",-10.98,-65.71,"-10.98 -65.71","forest",64.6579960704074,0.226244261447626,0.0156558938397148,3,23,64,0.130434782608696,0.046875,0.0340823975541758,0.0359003180664353,0.00888650584206972,23.3639805300162,0.766094952198081,0.870397782152815,129.539387078767,0,3,11
"59","Fagus grandifolia","Tree","Magnoliopsida","TCF",30.5833333333333,-84.33,"30.5833333333333 -84.33","forest",1,0.0112390676109057,1.05840239623712,46,431,577,0.106728538283063,0.0797227036395147,0.500872092141887,0.0265058182184977,0,90.8398144390307,0.290930206370776,0.348502747551913,202.733723510327,0,15,9
"60","Fumana procumbens","Shrub","Magnoliopsida","MED",56.5833333333333,16.5833333333333,"56.5833333333333 16.5833333333333","grasslands - low ridges and hillocks in open habitats",6.90609649159003,0.142844442212147,1.76066759414812,7.16666666666667,62.6666666666667,95.1666666666667,0.131957578499156,0.0883990289216165,0.374024959929253,0.243738415397031,0.071457996193408,13.2692794587071,0.0905031161030526,0.129495824421445,20.1337476630447,0,7,6
"61","Gentiana pneumonanthe","Herbaceous perennial","Magnoliopsida","TBM",52.8105555555556,6.3925,"52.8105555555556 6.3925","Heath",5.09686556496494,0.416755986235334,5.22347494213769,4,48,74,0.0833333333333333,0.0540540540540541,0.227976379042801,0.308199819406469,0.080756755568868,12.4488118284331,0.0349831081184383,0.0541890553310229,8.70087519557956,0,5,5
"62","Geranium sylvaticum","Herbaceous perennial","Magnoliopsida","BOR",60.4583333333333,22.2416666666667,"60.4583333333333 22.2416666666667","grasslands",5.7602677588866,0.340381103112516,9.37001704811013,5.33333333333333,43,67,0.128229974160207,0.0826596505668734,0.297760015704321,0.269596842453254,0.0131482401811484,12.125985920598,0.0907277447363132,0.125729812879526,10.3147382001628,0,2,8
"63","Heracleum mantegazzianum","Herbaceous perennial","Magnoliopsida","TBM",50.05,12.61,"50.05 12.61","grassland",4.97068322626832,0.235360028890822,0.384546833782103,3,10,14,0.3,0.214285714285714,0.502455060218461,0.24529154153488,0.0805015793501381,1,0.225806468571238,0.316894794172799,5.02809617731175,0,3,4
"64","Hieracium floribundum","Herbaceous perennial","Magnoliopsida","TGS",43.5458333333333,-80.233,"43.5458333333333 -80.233","grassland",1.99999999999975,0.281344469628049,0.684607256831781,3,5,225,0.6,0.0133333333333333,0.0136136321541025,0.0492226850924492,0.0437420433041534,218.367346938778,0.0228952920757869,0.812772706228395,262.33394889501,1,2,4
